bedrijf,medewerker_id,naam,leeftijd,geslacht,afkomst,provincie,studie_niveau,opleidingsrichting,specialisatie,werkervaring_jaren,dienstjaren,functie,afdeling,team,senioriteit,mindset,persoonlijkheidsstijl,politiek,technologische_kennis,%_werk_op_computer,%_werk_met_machines,mobiliteit,lease_auto,thuiswerkpercentage,communicatiestijl,feedbackstijl,leiderschapstype,besluitvormingstype,gebruik_van_data,trainingen_per_jaar,deelname_AI_project,deelname_communities,mentorschap,sociale_connecties_op_werk,werktevredenheid,zingeving_in_werk,burnout_risico,autonomie,invloed_op_beslissingen,verwachting_AI_in_werk,kennis_nieuwe_technologie,projectcomplexiteit,werkdruk,rol_in_verandering,houding_risico,conformisme,creativiteit,leerstijl,motivatiebron,compliance_bewustzijn,veiligheidscultuur_HSE,IT_afhankelijkheid_rol,field_vs_kantoor,shiftwerk,klantcontact_intensiteit,stakeholder_complexiteit,regulering_exposure,budgetverantwoordelijkheid,besluitsnelheid_persoonlijk,veranderhistorie_succes,tech_champion_netwerk,tooling_voorkeur,documentatiediscipline,kwaliteitsfocus,duurzaamheidshouding,inclusieve_houding,vertrouwen_in_management,vertrouwen_in_collegas,issue_escalatiestijl,besluit_rationaliteit,teamgrootte,salaris_per_maand_eur
Volker Nexus Group,VNG-PLNWBX,Damian Tuithof,38,X,Nederlands,Utrecht,MBO,Wiskunde,EMVI,0,0,IT Support,Uitvoering,Team-34,Starter,Neutraal,ENTJ,Centrum-links,5,70,37,Te voet,Nee,25,Formeel,Indirect,Sturend,Top-down,Maandelijks,0,Ja,0,Geen,Hoog,2,1,3,3,1,Kans,3,Laag,5,Volger,Risk-averse,Laag,5,On-the-job,Status,3,1,Laag,50/50,3-ploeg,Laag,Hoog,Laag,Klein,Traag,Laag,Nee,Zoom,2,3,Neutraal,2,4,1,Formalistisch,Ervarings-gedreven,32,3000
Volker Nexus Group,VNG-12SB43,Bjorn Oosterhek-van de Wiel,34,M,Nederlands,Overijssel,MBO,Civiele Techniek,ISO-9001,6,1,Werkplaatschef,Materieel & Logistiek,Team-26,Junior-Medior,Conservatief,INFP,Centrum,2,60,50,OV,Nee,50,Feitelijk,Voorzichtig,Ondersteunend,Consensus,Zelden,2,Nee,2,Geen,Laag,1,3,1,1,2,Neutraal,1,Hoog,1,Volger,Risk-averse,Hoog,3,E-learning,Groei,1,5,Midden,100% kantoor,3-ploeg,Midden,Midden,Hoog,Klein,Traag,Laag,Nee,Google Meet,2,2,Neutraal,4,5,5,Proactief,Ervarings-gedreven,26,5280
Volker Nexus Group,VNG-5CJ3EA,Esmée Hulst,41,V,Pools-Nederlands,Gelderland,HBO,Architectuur,Geotechniek,1,1,Projectmanager,Data & Analytics,Team-06,Starter,Conservatief,ESFJ,Centrum,4,28,24,OV,Ja,100,Feitelijk,Indirect,Coachend,Consensus,Wekelijks,2,Ja,1,Geen,Laag,3,5,3,3,5,Kans,5,Gemiddeld,3,Weerstand,Neutraal,Laag,2,Klassikaal,Status,2,2,Laag,50/50,3-ploeg,Hoog,Hoog,Laag,Geen,Gemiddeld,Laag,Nee,Slack,2,4,Neutraal,2,5,2,Stilhouden,Ervarings-gedreven,40,5312
Volker Nexus Group,VNG-MN5DDI,Floor van Bovenen,32,X,Nederlands,Zeeland,MBO,Software Engineering,Bruggen & Tunnels,1,1,Werkplaatschef,Bouw,Team-48,Starter,Neutraal,ISTP,Centrum,4,60,50,Mix,Nee,100,Formeel,Indirect,Ondersteunend,Autonoom,Dagelijks,5,Nee,2,Geen,Laag,2,3,1,4,1,Kans,5,Laag,1,Change champion,Risk-averse,Midden,1,E-learning,Zingeving,3,3,Laag,25/75,2-ploeg,Midden,Midden,Hoog,Klein,Gemiddeld,Midden,Nee,Microsoft Teams,2,1,Proactief,5,3,3,Proactief,Ervarings-gedreven,31,3723
Volker Nexus Group,VNG-KJ7MIS,Adriana Wright-Huberts,33,X,Belgisch-Nederlands,Limburg,MBO,Finance & Control,NEN-2767,9,6,Uitvoerder,Bouw,Team-19,Medior,Reactief,ESTP,Centrum,3,40,50,OV,Nee,25,Formeel,Direct,Ondersteunend,Consensus,Dagelijks,0,Ja,4,Geen,Hoog,1,2,1,5,2,Verlies,4,Hoog,2,Weerstand,Risk-seeking,Laag,3,On-the-job,Status,1,3,Laag,75/25,3-ploeg,Midden,Laag,Laag,Klein,Traag,Hoog,Ja,Microsoft Teams,1,2,Sceptisch,3,4,1,Formalistisch,Intuïtief,11,6600
Volker Nexus Group,VNG-7ZTZGQ,Ruben Paillet,35,X,Nederlands,Noord-Brabant,WO,Bedrijfskunde,UAV-gc,1,1,Monteur W-tech,Materieel & Logistiek,Team-08,Starter,Innovatief,ESTJ,Rechts,1,54,50,OV,Nee,75,Formeel,Voorzichtig,Afwezig,Top-down,Zelden,1,Ja,4,Mentor,Gemiddeld,2,2,5,5,1,Kans,1,Laag,4,Change champion,Neutraal,Hoog,2,E-learning,Groei,1,3,Laag,75/25,2-ploeg,Midden,Laag,Hoog,Klein,Traag,Laag,Ja,Microsoft Teams,1,1,Sceptisch,4,3,5,Formalistisch,Data-gedreven,9,3000
Volker Nexus Group,VNG-BXI1UM,Zara Wright,34,X,Pools-Nederlands,Limburg,MBO,Econometrie,Asset Management,1,0,BIM-modelleur,ICT,Team-17,Starter,Conservatief,INFJ,Rechts,5,82,17,Fiets,Ja,25,Formeel,Indirect,Ondersteunend,Autonoom,Dagelijks,0,Nee,4,Mentee,Hoog,5,3,1,2,5,Kans,1,Gemiddeld,1,Change champion,Risk-seeking,Midden,4,E-learning,Zekerheid,3,5,Laag,100% kantoor,2-ploeg,Laag,Midden,Laag,Klein,Traag,Midden,Ja,Microsoft Teams,2,3,Neutraal,4,5,3,Stilhouden,Data-gedreven,18,3090
Volker Nexus Group,VNG-S8HKRJ,Lola Overeem,34,M,Nederlands,Overijssel,MBO,Bouwkunde,Circulair Bouwen,12,8,Monteur W-tech,Materieel & Logistiek,Team-04,Medior-Senior,Reactief,ESFP,Links,4,42,50,Auto,Nee,100,Feitelijk,Direct,Ondersteunend,Autonoom,Zelden,6,Ja,4,Beide,Laag,2,3,1,4,4,Verlies,1,Gemiddeld,2,Weerstand,Risk-seeking,Hoog,3,E-learning,Zekerheid,3,2,Hoog,100% field,Geen,Hoog,Hoog,Hoog,Klein,Gemiddeld,Midden,Ja,Microsoft Teams,4,3,Proactief,2,2,3,Proactief,Intuïtief,10,5712
Volker Nexus Group,VNG-3Q6W3U,Seth Ellis-Romijn,44,V,Duits-Nederlands,Noord-Brabant,MBO,Kwaliteitsmanagement,Wind,22,17,Teamleider Uitvoering,Uitvoering,Team-12,Senior,Neutraal,ESTP,Centrum-rechts,4,100,2,Fiets,Nee,75,Formeel,Voorzichtig,Ondersteunend,Consensus,Zelden,5,Ja,0,Mentor,Hoog,1,5,1,1,5,Kans,3,Hoog,3,Volger,Risk-averse,Midden,3,Klassikaal,Geld,3,1,Laag,75/25,3-ploeg,Midden,Laag,Laag,Klein,Traag,Laag,Nee,Slack,1,1,Proactief,1,4,1,Proactief,Intuïtief,21,10400
Volker Nexus Group,VNG-MKBBAR,Lola van der Spaendonck,33,M,Nederlands,Overijssel,HBO,Veiligheidskunde,Cost Engineering,14,2,Engineer Civiel,Data & Analytics,Team-45,Medior-Senior,Conservatief,INTP,Rechts,4,71,0,OV,Ja,25,Informeel,Voorzichtig,Afwezig,Top-down,Zelden,3,Ja,2,Mentor,Hoog,5,5,1,5,1,Verlies,5,Hoog,4,Change champion,Risk-seeking,Hoog,5,Klassikaal,Geld,5,3,Midden,100% field,3-ploeg,Laag,Hoog,Laag,Middel,Snel,Laag,Nee,Zoom,1,1,Proactief,1,4,2,Stilhouden,Data-gedreven,27,8064
Volker Nexus Group,VNG-XB8FK4,Maarten Broeckx,43,X,Nederlands,Overijssel,HBO,Toegepaste Psychologie,Cost Engineering,2,0,Business Controller,Commercie/BD,Team-36,Junior,Conservatief,ENFJ,Extreem rechts,4,70,12,Auto,Ja,75,Formeel,Indirect,Sturend,Top-down,Wekelijks,1,Ja,0,Beide,Hoog,3,3,5,5,2,Neutraal,1,Gemiddeld,5,Weerstand,Neutraal,Midden,3,On-the-job,Status,5,3,Midden,100% kantoor,3-ploeg,Laag,Hoog,Midden,Middel,Traag,Midden,Nee,Microsoft Teams,1,5,Proactief,3,1,1,Formalistisch,Ervarings-gedreven,32,6175
Volker Nexus Group,VNG-77FEWN,Hendrik van de Biesenbos-van Formbach,51,V,Nederlands,Gelderland,WO,Informatica,Planning,15,12,Engineer WTB,Data & Analytics,Team-46,Medior-Senior,Conservatief,ISFP,Centrum,3,70,30,Fiets,Nee,75,Informeel,Direct,Afwezig,Autonoom,Dagelijks,5,Ja,5,Beide,Gemiddeld,5,4,4,2,2,Verlies,2,Laag,3,Change champion,Neutraal,Laag,3,On-the-job,Status,4,4,Laag,100% field,3-ploeg,Hoog,Laag,Hoog,Middel,Gemiddeld,Midden,Ja,Microsoft Teams,5,2,Sceptisch,4,5,4,Proactief,Ervarings-gedreven,34,8280
Volker Nexus Group,VNG-U6SYQK,Maria Potters,35,V,Nederlands,Drenthe,Bachelor,Kwaliteitsmanagement,ISO-14001,2,0,Engineer E,Data & Analytics,Team-33,Junior,Neutraal,ENFP,Links,3,70,44,Mix,Nee,75,Formeel,Direct,Coachend,Autonoom,Wekelijks,4,Nee,0,Mentee,Hoog,4,4,5,4,3,Neutraal,2,Hoog,5,Volger,Neutraal,Midden,1,Klassikaal,Zingeving,1,3,Midden,100% field,3-ploeg,Hoog,Laag,Hoog,Geen,Snel,Midden,Ja,Microsoft Teams,4,5,Neutraal,4,1,5,Proactief,Intuïtief,5,4332
Volker Nexus Group,VNG-WOMGE0,Ceylin Wipstrik,36,X,Turks-Nederlands,Zeeland,HBO,Econometrie,ISO-14001,6,3,Calculator/Kostendeskundige,HR,Team-36,Junior-Medior,Conservatief,INFP,Centrum-rechts,3,57,38,Auto,Nee,100,Informeel,Indirect,Coachend,Top-down,Wekelijks,0,Nee,3,Geen,Hoog,4,3,5,3,3,Verlies,1,Gemiddeld,2,Weerstand,Risk-seeking,Laag,4,Coaching,Zekerheid,2,4,Hoog,75/25,3-ploeg,Midden,Laag,Midden,Groot,Gemiddeld,Hoog,Nee,Slack,3,3,Sceptisch,1,3,5,Proactief,Intuïtief,16,5280
Volker Nexus Group,VNG-WZUL5V,Jorn van 't Houteveen,34,V,Duits-Nederlands,Zuid-Holland,WO,Projectmanagement,ARBO,6,3,Jurist,Infra,Team-09,Junior-Medior,Conservatief,ESFJ,Centrum-rechts,2,70,58,OV,Nee,25,Informeel,Indirect,Sturend,Top-down,Maandelijks,6,Nee,0,Beide,Hoog,5,1,1,1,3,Neutraal,4,Hoog,2,Weerstand,Risk-seeking,Hoog,4,E-learning,Zekerheid,2,1,Laag,75/25,2-ploeg,Laag,Hoog,Midden,Middel,Traag,Hoog,Ja,Microsoft Teams,5,3,Neutraal,4,1,1,Formalistisch,Intuïtief,15,6640
Volker Nexus Group,VNG-85C5O3,Puck Corstiaens,47,X,Nederlands,Flevoland,HBO,Finance & Control,Prefab/Modulair,4,3,Engineer WTB,Data & Analytics,Team-27,Junior-Medior,Innovatief,ISFP,Centrum-links,4,70,46,Te voet,Nee,50,Formeel,Indirect,Coachend,Autonoom,Dagelijks,4,Ja,4,Beide,Laag,2,1,1,5,4,Kans,3,Laag,4,Volger,Neutraal,Hoog,3,E-learning,Zingeving,3,5,Hoog,50/50,2-ploeg,Midden,Midden,Hoog,Geen,Gemiddeld,Midden,Nee,Microsoft Teams,4,5,Sceptisch,2,2,3,Stilhouden,Ervarings-gedreven,28,4920
Volker Nexus Group,VNG-ODO6H3,Fabiënne Coolen,26,V,Nederlands,Drenthe,MBO,Ruimtelijke Ordening,EMVI,3,2,Voorman,Uitvoering,Team-07,Junior,Innovatief,INFP,Centrum-rechts,4,60,50,Te voet,Nee,75,Verbindend,Indirect,Ondersteunend,Autonoom,Maandelijks,1,Ja,5,Beide,Gemiddeld,1,4,5,5,4,Verlies,1,Laag,4,Volger,Risk-averse,Laag,2,On-the-job,Status,1,3,Laag,25/75,2-ploeg,Midden,Midden,Hoog,Middel,Snel,Hoog,Nee,Zoom,1,4,Sceptisch,1,3,5,Stilhouden,Data-gedreven,40,4094
Volker Nexus Group,VNG-DJZN5C,Madelief Kronenberg-le Guellec,40,X,Nederlands,Flevoland,MBO,Elektrotechniek,Prefab/Modulair,0,0,Uitvoerder,Materieel & Logistiek,Team-27,Starter,Neutraal,ENTP,Centrum,3,60,50,Te voet,Nee,50,Feitelijk,Direct,Ondersteunend,Consensus,Maandelijks,3,Nee,2,Mentor,Laag,1,3,4,1,1,Kans,5,Laag,5,Weerstand,Neutraal,Laag,1,E-learning,Geld,2,4,Laag,100% kantoor,Geen,Laag,Midden,Hoog,Groot,Gemiddeld,Hoog,Nee,Microsoft Teams,1,4,Sceptisch,4,4,5,Proactief,Data-gedreven,18,3570
Volker Nexus Group,VNG-3ZV8BC,Mette Borman,32,V,Turks-Nederlands,Friesland,MBO,Informatica,Warmtepompen,0,0,Werkplaatschef,Infra,Team-04,Starter,Innovatief,INFJ,Centrum,5,23,50,Mix,Nee,25,Formeel,Voorzichtig,Coachend,Consensus,Zelden,3,Nee,2,Mentor,Gemiddeld,5,3,1,3,1,Verlies,5,Gemiddeld,4,Change champion,Neutraal,Midden,4,E-learning,Status,1,1,Midden,100% kantoor,3-ploeg,Midden,Laag,Hoog,Geen,Snel,Midden,Nee,Google Meet,1,5,Neutraal,3,1,2,Stilhouden,Ervarings-gedreven,21,3570
Volker Nexus Group,VNG-YGL59C,Mette Perck,50,X,Nederlands,Noord-Brabant,Bachelor,Toegepaste Psychologie,Prefab/Modulair,5,0,Planner,Infra,Team-09,Junior-Medior,Visionair,ENFJ,Centrum,2,87,4,OV,Ja,0,Verbindend,Indirect,Afwezig,Autonoom,Dagelijks,5,Nee,4,Geen,Gemiddeld,2,4,2,4,5,Kans,3,Hoog,2,Volger,Risk-seeking,Laag,5,On-the-job,Status,3,2,Midden,100% kantoor,3-ploeg,Midden,Midden,Hoog,Klein,Gemiddeld,Laag,Nee,Zoom,3,1,Neutraal,3,5,3,Formalistisch,Data-gedreven,19,4400
Volker Nexus Group,VNG-DG123W,Yassin ter Waarbeek,48,X,Nederlands,Noord-Holland,Bachelor,Milieukunde,Betonconstructies,13,10,Environmental Specialist,HR,Team-42,Medior-Senior,Innovatief,INTJ,Extreem rechts,1,47,20,Auto,Nee,50,Feitelijk,Voorzichtig,Afwezig,Autonoom,Dagelijks,0,Ja,2,Mentee,Laag,2,2,2,5,3,Verlies,5,Laag,4,Change champion,Risk-averse,Midden,2,Coaching,Zekerheid,5,3,Midden,100% kantoor,Geen,Laag,Midden,Laag,Middel,Traag,Hoog,Ja,Zoom,4,2,Neutraal,2,2,2,Formalistisch,Data-gedreven,23,8160
Volker Nexus Group,VNG-D19DOE,Isabelle Moet-van Es,44,V,Nederlands,Flevoland,MBO,Veiligheidskunde,Systems Engineering,0,0,Monteur E-tech,HR,Team-43,Starter,Innovatief,ESTJ,Centrum-rechts,4,25,77,Fiets,Ja,25,Feitelijk,Voorzichtig,Ondersteunend,Top-down,Zelden,2,Ja,4,Beide,Laag,4,2,2,1,3,Verlies,4,Laag,3,Change champion,Neutraal,Midden,4,On-the-job,Zingeving,5,2,Hoog,25/75,Geen,Hoog,Laag,Hoog,Middel,Traag,Hoog,Nee,Zoom,5,5,Sceptisch,2,1,3,Stilhouden,Data-gedreven,13,3000
Volker Nexus Group,VNG-T86M4P,Aimée de Bock,25,M,Nederlands,Flevoland,HBO,Planologie,Azure Cloud,1,0,Monteur W-tech,Materieel & Logistiek,Team-07,Starter,Reactief,ISFP,Centrum,5,48,53,Fiets,Nee,25,Informeel,Voorzichtig,Sturend,Consensus,Maandelijks,2,Ja,5,Mentee,Hoog,4,4,2,4,4,Verlies,2,Hoog,1,Weerstand,Risk-seeking,Laag,1,Klassikaal,Geld,5,5,Laag,100% kantoor,2-ploeg,Hoog,Hoog,Midden,Klein,Gemiddeld,Midden,Nee,Slack,3,4,Proactief,2,3,1,Stilhouden,Data-gedreven,13,3000
Volker Nexus Group,VNG-TBMZ4L,Lana van der Spaendonc-van der Laar,41,V,Nederlands,Flevoland,MBO,Data Science,EMVI,1,0,Werkvoorbereider,Uitvoering,Team-15,Starter,Neutraal,ENFP,Centrum,2,19,72,Auto,Nee,0,Informeel,Voorzichtig,Sturend,Consensus,Wekelijks,3,Nee,5,Beide,Laag,1,4,5,4,4,Kans,3,Gemiddeld,3,Volger,Neutraal,Hoog,1,E-learning,Groei,1,1,Midden,50/50,2-ploeg,Laag,Laag,Hoog,Geen,Traag,Midden,Nee,Zoom,3,5,Proactief,5,5,2,Formalistisch,Ervarings-gedreven,37,3196
Volker Nexus Group,VNG-YOCJ8G,Maya van Duivenvoorde,62,X,Surinaams-Nederlands,Groningen,MBO,Projectmanagement,Contractrecht,2,2,BIM-modelleur,Infra,Team-37,Junior,Conservatief,ISTP,Centrum-links,4,70,32,Mix,Nee,25,Feitelijk,Voorzichtig,Sturend,Top-down,Zelden,3,Ja,5,Beide,Laag,2,1,1,4,1,Verlies,1,Hoog,5,Change champion,Neutraal,Laag,3,Coaching,Status,1,1,Laag,50/50,Geen,Laag,Laag,Laag,Klein,Snel,Midden,Nee,Zoom,2,1,Neutraal,3,5,1,Formalistisch,Data-gedreven,33,3582
Volker Nexus Group,VNG-ZSPLKI,Kyra Spies,35,V,Belgisch-Nederlands,Zeeland,WO,Milieukunde,Warmtepompen,0,0,Site Manager,Bouw,Team-36,Starter,Reactief,INFJ,Rechts,2,9,23,Auto,Ja,25,Feitelijk,Direct,Sturend,Top-down,Wekelijks,2,Ja,0,Mentee,Gemiddeld,2,1,4,4,4,Verlies,5,Hoog,4,Change champion,Risk-seeking,Midden,2,Klassikaal,Geld,4,1,Midden,50/50,2-ploeg,Midden,Midden,Hoog,Geen,Traag,Midden,Ja,Slack,1,4,Proactief,3,4,4,Stilhouden,Data-gedreven,6,4420
Volker Nexus Group,VNG-CM8HKV,Julian Goudriaan,32,X,Nederlands,Utrecht,WO,Finance & Control,Planning,9,5,HR-adviseur,Duurzaamheid,Team-10,Medior,Innovatief,ESFP,Rechts,3,97,30,Auto,Ja,75,Feitelijk,Indirect,Sturend,Consensus,Wekelijks,4,Ja,2,Mentee,Hoog,4,4,3,1,2,Kans,3,Hoog,2,Volger,Risk-seeking,Laag,3,E-learning,Status,4,2,Midden,50/50,3-ploeg,Laag,Laag,Hoog,Klein,Snel,Midden,Ja,Zoom,5,4,Neutraal,3,2,4,Stilhouden,Data-gedreven,13,6402
Volker Nexus Group,VNG-44H0PW,Philip Heymans,47,V,Nederlands,Zuid-Holland,MBO,Stedenbouw,Warmtepompen,3,0,BIM-modelleur,Data & Analytics,Team-30,Junior,Visionair,ISTJ,Centrum,1,70,20,Fiets,Nee,0,Informeel,Voorzichtig,Sturend,Top-down,Maandelijks,4,Ja,4,Geen,Hoog,4,4,5,5,1,Neutraal,2,Laag,1,Weerstand,Risk-averse,Laag,4,Coaching,Zekerheid,3,5,Midden,75/25,Geen,Hoog,Hoog,Midden,Klein,Gemiddeld,Midden,Ja,Zoom,5,2,Neutraal,2,3,4,Stilhouden,Data-gedreven,19,3710
Volker Nexus Group,VNG-0LKN1B,Janna Huijbrechts,25,M,Nederlands,Zuid-Holland,HBO,Werktuigbouwkunde,EMVI,12,5,Voorman,Materieel & Logistiek,Team-27,Medior-Senior,Neutraal,ENTP,Centrum,1,60,50,Te voet,Nee,100,Verbindend,Voorzichtig,Afwezig,Top-down,Wekelijks,0,Nee,2,Geen,Gemiddeld,2,3,5,2,1,Neutraal,5,Gemiddeld,5,Volger,Risk-averse,Midden,3,Klassikaal,Zingeving,2,2,Midden,50/50,2-ploeg,Midden,Midden,Midden,Geen,Gemiddeld,Laag,Nee,Zoom,4,1,Proactief,2,2,4,Proactief,Intuïtief,15,7008
Volker Nexus Group,VNG-OLZ061,Jurre van Vliet-van Haspengouw Hesbaye,30,V,Nederlands,Drenthe,MBO,Natuurkunde,Lean Construction,5,1,Monteur W-tech,Woningbouw,Team-34,Junior-Medior,Reactief,INFP,Extreem links,1,60,50,Auto,Nee,100,Formeel,Indirect,Coachend,Consensus,Zelden,3,Ja,0,Mentor,Hoog,3,2,4,5,4,Verlies,5,Laag,4,Volger,Neutraal,Hoog,3,Coaching,Geld,5,2,Midden,100% field,2-ploeg,Hoog,Midden,Midden,Middel,Gemiddeld,Hoog,Ja,Google Meet,3,3,Proactief,5,3,4,Proactief,Data-gedreven,39,3850
Volker Nexus Group,VNG-YJ73HO,Aylin Doesburg-Jdotte,28,M,Nederlands,Limburg,HBO,Architectuur,NEN-2767,15,3,Business Controller,Infra,Team-21,Medior-Senior,Innovatief,ENTJ,Links,4,70,31,Mix,Nee,25,Feitelijk,Indirect,Coachend,Autonoom,Dagelijks,2,Ja,5,Beide,Hoog,2,2,2,1,4,Neutraal,5,Gemiddeld,4,Change champion,Neutraal,Midden,3,Coaching,Geld,1,5,Laag,50/50,2-ploeg,Laag,Midden,Laag,Groot,Snel,Midden,Ja,Microsoft Teams,3,1,Proactief,2,1,3,Proactief,Intuïtief,29,11700
Volker Nexus Group,VNG-EBVR27,Nina Coenen-Doesburg,53,M,Nederlands,Limburg,MBO,Ruimtelijke Ordening,Betonconstructies,8,3,Teamleider Uitvoering,Duurzaamheid,Team-41,Medior,Visionair,ENTJ,Links,2,51,51,Mix,Ja,100,Feitelijk,Direct,Ondersteunend,Consensus,Maandelijks,3,Nee,4,Geen,Laag,5,1,1,2,2,Verlies,2,Hoog,2,Weerstand,Risk-seeking,Midden,4,Klassikaal,Groei,2,1,Midden,50/50,Geen,Hoog,Hoog,Laag,Middel,Snel,Laag,Nee,Zoom,3,5,Sceptisch,1,2,2,Formalistisch,Data-gedreven,40,6688
Volker Nexus Group,VNG-0I69KF,Luna Driessen-Smits,49,M,Nederlands,Groningen,WO,Architectuur,Systems Engineering,4,2,Projectleider,Data & Analytics,Team-29,Junior-Medior,Neutraal,INFJ,Rechts,5,100,18,Auto,Nee,50,Formeel,Indirect,Coachend,Consensus,Dagelijks,4,Ja,3,Beide,Gemiddeld,4,5,4,2,1,Kans,4,Gemiddeld,4,Volger,Risk-seeking,Midden,5,Klassikaal,Zingeving,4,5,Laag,50/50,2-ploeg,Hoog,Laag,Laag,Geen,Gemiddeld,Hoog,Nee,Zoom,3,3,Neutraal,4,3,2,Proactief,Data-gedreven,17,5960
Volker Nexus Group,VNG-QR7JT6,Annemijn Brands,22,V,Indonesisch-Nederlands,Noord-Brabant,HBO,Communicatie,LCA,6,1,Engineer E,Infra,Team-48,Junior-Medior,Neutraal,ENTP,Centrum-links,2,89,16,Auto,Ja,100,Informeel,Direct,Ondersteunend,Top-down,Wekelijks,2,Nee,4,Beide,Hoog,2,3,2,5,3,Verlies,2,Gemiddeld,2,Change champion,Risk-averse,Laag,2,On-the-job,Geld,3,2,Hoog,75/25,2-ploeg,Midden,Midden,Midden,Groot,Snel,Laag,Nee,Microsoft Teams,2,3,Sceptisch,3,4,1,Formalistisch,Data-gedreven,11,5280
Volker Nexus Group,VNG-Y9SYNT,Linn Suijker,44,M,Nederlands,Noord-Holland,HBO,Stedenbouw,Circulair Bouwen,2,1,Monteur E-tech,Uitvoering,Team-14,Junior,Reactief,ENTP,Extreem links,2,22,50,Te voet,Nee,25,Feitelijk,Direct,Ondersteunend,Autonoom,Zelden,4,Ja,3,Beide,Laag,1,5,2,2,1,Kans,3,Gemiddeld,1,Volger,Risk-averse,Hoog,1,E-learning,Geld,1,2,Hoog,50/50,Geen,Laag,Midden,Laag,Groot,Snel,Hoog,Nee,Microsoft Teams,3,3,Proactief,1,1,4,Formalistisch,Ervarings-gedreven,21,3287
Volker Nexus Group,VNG-2VTDCQ,Joey de Boer,26,X,Nederlands,Groningen,MBO,AI,Geotechniek,1,1,Monteur E-tech,Commercie/BD,Team-45,Starter,Neutraal,ENFJ,Rechts,4,60,50,OV,Nee,0,Verbindend,Indirect,Afwezig,Autonoom,Wekelijks,1,Nee,3,Geen,Gemiddeld,5,1,2,1,3,Verlies,5,Hoog,1,Weerstand,Risk-averse,Midden,1,Klassikaal,Zekerheid,2,2,Midden,25/75,2-ploeg,Midden,Laag,Laag,Middel,Traag,Laag,Nee,Google Meet,3,4,Neutraal,2,2,2,Formalistisch,Intuïtief,30,3000
Volker Nexus Group,VNG-0Y2UDK,Thijmen Ouwel,42,X,Nederlands,Noord-Holland,HBO,Natuurkunde,MLOps,10,9,Calculator/Kostendeskundige,Duurzaamheid,Team-30,Medior,Conservatief,ESTP,Rechts,4,48,23,OV,Nee,50,Feitelijk,Direct,Afwezig,Top-down,Maandelijks,0,Ja,5,Mentee,Gemiddeld,2,2,3,4,3,Kans,1,Gemiddeld,2,Change champion,Risk-averse,Midden,4,On-the-job,Groei,1,1,Hoog,25/75,2-ploeg,Midden,Laag,Laag,Groot,Gemiddeld,Midden,Nee,Google Meet,2,4,Neutraal,5,1,1,Proactief,Data-gedreven,38,6600
Volker Nexus Group,VNG-BP8PHX,Aaron Shupe,24,M,Surinaams-Nederlands,Friesland,MBO,Veiligheidskunde,Cost Engineering,29,8,BIM-modelleur,Data & Analytics,Team-35,Senior,Visionair,ESFP,Centrum,3,70,10,Auto,Nee,75,Formeel,Indirect,Afwezig,Consensus,Wekelijks,0,Nee,2,Mentor,Gemiddeld,4,3,1,2,5,Neutraal,2,Laag,5,Volger,Risk-averse,Laag,5,E-learning,Groei,5,2,Laag,100% field,3-ploeg,Hoog,Laag,Laag,Middel,Gemiddeld,Hoog,Ja,Microsoft Teams,5,3,Proactief,1,5,5,Formalistisch,Ervarings-gedreven,11,8060
Volker Nexus Group,VNG-VOEHE0,Veerle van Nederlotharingen,38,V,Nederlands,Overijssel,MBO,Rechten,Power BI,35,11,Planner,Bouw,Team-46,Senior,Reactief,INFP,Centrum-rechts,1,28,14,Auto,Nee,0,Verbindend,Indirect,Afwezig,Consensus,Maandelijks,1,Nee,2,Geen,Laag,2,4,2,2,5,Verlies,5,Gemiddeld,4,Volger,Neutraal,Laag,5,Klassikaal,Groei,4,3,Midden,100% kantoor,2-ploeg,Laag,Midden,Midden,Middel,Traag,Laag,Nee,Zoom,3,4,Sceptisch,1,1,3,Stilhouden,Data-gedreven,38,8840
Volker Nexus Group,VNG-J3QS3F,Julian Elsenaar,45,M,Surinaams-Nederlands,Noord-Holland,MBO,Software Engineering,ARBO,12,2,Magazijnbeheerder,Uitvoering,Team-45,Medior-Senior,Reactief,ENTP,Rechts,3,60,50,Mix,Nee,75,Verbindend,Indirect,Coachend,Autonoom,Maandelijks,3,Nee,5,Mentee,Hoog,4,4,4,2,1,Neutraal,5,Gemiddeld,1,Change champion,Risk-seeking,Midden,4,Coaching,Zekerheid,3,1,Laag,25/75,Geen,Hoog,Midden,Hoog,Klein,Snel,Hoog,Nee,Slack,5,2,Sceptisch,5,1,3,Formalistisch,Ervarings-gedreven,12,5568
Volker Nexus Group,VNG-QAVZA6,Jonas Postma-Timmerman,28,M,Nederlands,Drenthe,MBO,Planologie,Cost Engineering,9,8,Teamleider Uitvoering,Infra,Team-45,Medior,Reactief,ISTP,Centrum-rechts,2,71,0,Mix,Nee,0,Formeel,Voorzichtig,Afwezig,Top-down,Zelden,0,Nee,2,Mentor,Gemiddeld,5,5,2,5,1,Kans,1,Hoog,5,Weerstand,Neutraal,Midden,2,Klassikaal,Zingeving,3,5,Hoog,75/25,Geen,Hoog,Midden,Midden,Klein,Snel,Laag,Nee,Zoom,4,3,Proactief,2,1,4,Stilhouden,Intuïtief,29,6864
